,land_location,sgg_cd,emd_cd,land_gbn,bun,ji,bldg_nm,dong_nm,main_annex_gbn,purpose_cd,purpose_nm,etc_purpose_nm,household_cnt,family_cnt,ho_cnt,lon,lat
840,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,302동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
841,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,313동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
842,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,113동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
843,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,103동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
844,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,205동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
845,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,206동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
846,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,306동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
847,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,316동,주건축물,2000,공동주택,아파트,50,0,0,127.5830553,34.9825276
848,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,105동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
849,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,315동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
850,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,109동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
851,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,208동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
852,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,210동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
853,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,102동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
854,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,106동,주건축물,2000,공동주택,아파트,50,0,0,127.5830553,34.9825276
855,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,209동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
857,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,312동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
859,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,305동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
860,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,203동,주건축물,2000,공동주택,아파트,40,0,0,127.5830553,34.9825276
861,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,310동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
862,전라남도 광양시 광양읍 칠성리 89-5번지,46230,25023,0,"""0089""","""0005""",칠성아파트,301동,주건축물,2000,공동주택,아파트,30,0,0,127.5830553,34.9825276
863,전라남도 광양시 광양읍 칠성리 894-1번지,46230,25023,0,"""0894""","""0001""",우산빌라,,주건축물,2000,공동주택,다세대주택,8,0,0,127.5845951,34.9812708
864,전라남도 광양시 광양읍 칠성리 894-7번지,46230,25023,0,"""0894""","""0007""",우림아파트,A동,주건축물,2000,공동주택,아파트,10,0,10,127.5844767,34.9808468
865,전라남도 광양시 광양읍 칠성리 896-2번지,46230,25023,0,"""0896""","""0002""",삼보빌라다세대주택,1동,주건축물,2000,공동주택,다세대주택,8,0,8,127.5844829,34.9796208
866,전라남도 광양시 광양읍 칠성리 896-3번지,46230,25023,0,"""0896""","""0003""",우림중앙아파트,A동,주건축물,2000,공동주택,아파트,14,0,14,127.584516,34.9795758
867,전라남도 광양시 광양읍 칠성리 898-1번지,46230,25023,0,"""0898""","""0001""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.5831772,34.9800851
868,전라남도 광양시 광양읍 칠성리 898-2번지,46230,25023,0,"""0898""","""0002""",베네스트A,,주건축물,2000,공동주택,공동주택(다세대주택),21,0,0,127.5834402,34.9800589
869,전라남도 광양시 광양읍 칠성리 899-2번지,46230,25023,0,"""0899""","""0002""",삼보그린맨션아파트,제1동,주건축물,2000,공동주택,아파트,12,0,0,127.5836288,34.9795818
870,전라남도 광양시 광양읍 칠성리 899-2번지,46230,25023,0,"""0899""","""0002""",삼보그린맨션아파트,상가,주건축물,2000,공동주택,상가,0,0,3,127.5836288,34.9795818
871,전라남도 광양시 광양읍 칠성리 907-8번지,46230,25023,0,"""0907""","""0008""",동서빌라,,주건축물,2000,공동주택,"공동주택, 근린생활시설",7,1,1,127.5824086,34.9696796
872,전라남도 광양시 광양읍 칠성리 907-9번지,46230,25023,0,"""0907""","""0009""",서광3차연립주택,제1동,주건축물,2000,공동주택,연립주택,10,0,10,127.5826187,34.9692837
873,전라남도 광양시 광양읍 칠성리 910-5번지,46230,25023,0,"""0910""","""0005""",대성빌라,B동,주건축물,2000,공동주택,"점포, 다세대주택",6,0,2,127.5819322,34.9686052
874,전라남도 광양시 광양읍 칠성리 910-5번지,46230,25023,0,"""0910""","""0005""",대성빌라,A동,주건축물,2000,공동주택,"점포, 다세대주택",6,0,2,127.5819322,34.9686052
875,전라남도 광양시 광양읍 칠성리 911-4번지,46230,25023,0,"""0911""","""0004""",유림연립주택,,주건축물,2000,공동주택,연립주택,6,0,6,127.5817889,34.968785
876,전라남도 광양시 광양읍 칠성리 912-4번지,46230,25023,0,"""0912""","""0004""",우림아파트,,주건축물,2000,공동주택,연립주택,15,0,15,127.5812786,34.9679269
877,전라남도 광양시 광양읍 칠성리 912-5번지,46230,25023,0,"""0912""","""0005""",삼성연립주택,,주건축물,2000,공동주택,"연립주택, 점포",10,0,10,127.5813676,34.9676567
878,전라남도 광양시 광양읍 칠성리 914-1번지,46230,25023,0,"""0914""","""0001""",우림장미빌라아파트,,주건축물,2000,공동주택,아파트,18,0,18,127.5821865,34.9681283
879,전라남도 광양시 광양읍 칠성리 915-1번지,46230,25023,0,"""0915""","""0001""",신화리브빌,,주건축물,2000,공동주택,공동주택,8,0,0,127.5817192,34.9674146
880,전라남도 광양시 광양읍 칠성리 923-11번지,46230,25023,0,"""0923""","""0011""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.5766933,34.9736984
881,전라남도 광양시 광양읍 칠성리 923-12번지,46230,25023,0,"""0923""","""0012""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.5767927,34.9735455
882,전라남도 광양시 광양읍 칠성리 926-2번지,46230,25023,0,"""0926""","""0002""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.5777376,34.9750812
883,전라남도 광양시 광양읍 칠성리 934-12번지,46230,25023,0,"""0934""","""0012""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.5782574,34.9740914
884,전라남도 광양시 광양읍 칠성리 934-13번지,46230,25023,0,"""0934""","""0013""",그랜드뷰B,,주건축물,2000,공동주택,공동주택,8,0,0,127.5785307,34.9741915
885,전라남도 광양시 광양읍 칠성리 948-12번지,46230,25023,0,"""0948""","""0012""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.580819,34.9721622
886,전라남도 광양시 광양읍 칠성리 951-13번지,46230,25023,0,"""0951""","""0013""",대륙리버빌2차2동,,주건축물,2000,공동주택,"제1종근린생활시설, 공동주택",8,0,0,127.579082,34.9713178
887,전라남도 광양시 광양읍 칠성리 951-6번지,46230,25023,0,"""0951""","""0006""",대륙리버빌2차,제1동,주건축물,2000,공동주택,"제1종근린생활시설,공동주택",8,0,0,127.5789504,34.9713534
888,전라남도 광양시 광양읍 칠성리 952번지,46230,25023,0,"""0952""","""0000""",상아아파트,상가1동,주건축물,2000,공동주택,생활편익시설,0,6,6,127.5782274,34.971405
889,전라남도 광양시 광양읍 칠성리 952번지,46230,25023,0,"""0952""","""0000""",상아아파트,102동,주건축물,2000,공동주택,아파트,160,0,0,127.5782274,34.971405
892,전라남도 광양시 광양읍 칠성리 952번지,46230,25023,0,"""0952""","""0000""",상아아파트,상가2동,주건축물,2000,공동주택,생활편익시설,0,2,2,127.5782274,34.971405
893,전라남도 광양시 광양읍 칠성리 952번지,46230,25023,0,"""0952""","""0000""",상아아파트,101동,주건축물,2000,공동주택,아파트,70,0,0,127.5782274,34.971405
894,전라남도 광양시 광양읍 칠성리 955-3번지,46230,25023,0,"""0955""","""0003""",어부촌,,주건축물,4000,제2종근린생활시설,"제1,2종근린생활시설,주택",0,0,4,127.581309,34.9705683
895,전라남도 광양시 광양읍 칠성리 962-3번지,46230,25023,0,"""0962""","""0003""",,,주건축물,2000,공동주택,"공동주택,단독주택",16,1,0,127.5805596,34.9693397
896,전라남도 광양시 광양읍 칠성리 989번지,46230,25023,0,"""0989""","""0000""",칠성아파트,201동,주건축물,2000,공동주택,아파트,40,0,40,127.5843556,34.9831541
897,전라남도 광양시 광양읍 칠성리 991-7번지,46230,25023,0,"""0991""","""0007""","광양, 유림 근생",,주건축물,4000,제2종근린생활시설,제2종근린생활시설,0,0,2,127.5814541,34.9807913
898,전라남도 광양시 광양읍 칠성리 994-6번지,46230,25023,0,"""0994""","""0006""",,,주건축물,2000,공동주택,공동주택,8,0,0,127.5803087,34.9798769
899,전라남도 광양시 광양읍 칠성리 997-12번지,46230,25023,0,"""0997""","""0012""",,제1동,주건축물,2000,공동주택,공동주택,8,0,0,127.5821527,34.979108
900,전라남도 광양시 광양읍 목성리 1000번지,46230,25025,0,"""1000""","""0000""",서광빌라,,주건축물,2000,공동주택,공동주택,71,0,1,127.592161,34.9773391
901,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,9동,주건축물,2000,공동주택,아파트,50,0,0,127.591784,34.9782663
902,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,8동,주건축물,2000,공동주택,아파트,40,0,0,127.591784,34.9782663
903,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,13동,주건축물,2000,공동주택,아파트,40,0,0,127.591784,34.9782663
904,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,7동,주건축물,2000,공동주택,공동주택,60,0,0,127.591784,34.9782663
905,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,14동,주건축물,2000,공동주택,아파트,30,0,0,127.591784,34.9782663
906,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,11동,주건축물,2000,공동주택,공동주택,40,0,0,127.591784,34.9782663
907,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,6동,주건축물,2000,공동주택,아파트,30,0,0,127.591784,34.9782663
908,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,점포,주건축물,3000,제1종근린생활시설,점포,0,0,5,127.591784,34.9782663
909,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,12동,주건축물,2000,공동주택,아파트,40,0,0,127.591784,34.9782663
910,전라남도 광양시 광양읍 목성리 1008-1번지,46230,25025,0,"""1008""","""0001""",목성아파트,10동,주건축물,2000,공동주택,아파트,40,0,0,127.591784,34.9782663
911,전라남도 광양시 광양읍 목성리 555번지,46230,25025,0,"""0555""","""0000""",광동아파트,,주건축물,2000,공동주택,광동아파트,50,0,0,127.5924886,34.9753209
912,전라남도 광양시 광양읍 목성리 559번지,46230,25025,0,"""0559""","""0000""",루스빌리지,,주건축물,2000,공동주택,공동주택,8,0,0,127.5924813,34.9745907
913,전라남도 광양시 광양읍 목성리 755번지,46230,25025,0,"""0755""","""0000""",목성빌라,,주건축물,2000,공동주택,공동주택,8,0,0,127.5916899,34.975156
914,전라남도 광양시 광양읍 목성리 757-1번지,46230,25025,0,"""0757""","""0001""",우정주택,B동,주건축물,2000,공동주택,다세대주택,4,0,0,127.5920169,34.9754816
915,전라남도 광양시 광양읍 목성리 757-2번지,46230,25025,0,"""0757""","""0002""",우정주택,C동,주건축물,2000,공동주택,다세대주택,4,0,0,127.59217,34.9755092
916,전라남도 광양시 광양읍 목성리 757번지,46230,25025,0,"""0757""","""0000""",우정주택,A동,주건축물,2000,공동주택,다세대주택,6,0,0,127.5918856,34.9754451
917,전라남도 광양시 광양읍 목성리 973-2번지,46230,25025,0,"""0973""","""0002""",우림연립,A동,주건축물,2000,공동주택,다세대주택,7,0,7,127.5894974,34.9777899
918,전라남도 광양시 광양읍 목성리 973-5번지,46230,25025,0,"""0973""","""0005""",우림연립,B동,주건축물,2000,공동주택,다세대주택,6,0,6,127.5895198,34.9776727
919,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,우산각 2동,주건축물,4000,제2종근린생활시설,우산각(정자),0,0,0,127.5896587,34.9783764
920,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,우산각 1동,주건축물,4000,제2종근린생활시설,우산각(정자),0,0,0,127.5896587,34.9783764
921,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,점포,주건축물,2000,공동주택,점포,0,0,4,127.5896587,34.9783764
922,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,2동,주건축물,2000,공동주택,아파트,40,0,0,127.5896587,34.9783764
923,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,3동,주건축물,2000,공동주택,아파트,40,0,0,127.5896587,34.9783764
924,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,5동,주건축물,2000,공동주택,아파트,40,0,0,127.5896587,34.9783764
925,전라남도 광양시 광양읍 목성리 976-4번지,46230,25025,0,"""0976""","""0004""",목성아파트,1동,주건축물,2000,공동주택,아파트,30,0,0,127.5896587,34.9783764
926,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),104동,주건축물,2000,공동주택,아파트(102세대),102,0,0,127.6090073,34.974636
928,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),105동,주건축물,2000,공동주택,아파트(60세대),60,0,0,127.6090073,34.974636
931,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),101동,주건축물,2000,공동주택,아파트(90세대),90,0,0,127.6090073,34.974636
934,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),상가동,주건축물,2000,공동주택,생활편익시설(19호),19,0,0,127.6090073,34.974636
935,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),106동,주건축물,2000,공동주택,아파트(96세대),96,0,0,127.6090073,34.974636
936,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),102동,주건축물,2000,공동주택,아파트(128세대),128,0,0,127.6090073,34.974636
937,전라남도 광양시 광양읍 용강리 892번지,46230,25030,0,"""0892""","""0000""",창덕에버빌(제1단지),103동,주건축물,2000,공동주택,아파트(132세대),132,0,0,127.6090073,34.974636
940,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),상가동,주건축물,2000,공동주택,생활편익시설(23호),23,0,0,127.6102191,34.9731435
941,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),관리동,주건축물,2000,공동주택,공동주택(복리시설),0,0,0,127.6102191,34.9731435
942,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),208동,주건축물,2000,공동주택,아파트(100세대),100,0,0,127.6102191,34.9731435
943,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),212동,주건축물,2000,공동주택,아파트(96세대),96,0,0,127.6102191,34.9731435
944,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),211동,주건축물,2000,공동주택,아파트(186세대),186,0,0,127.6102191,34.9731435
945,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),210동,주건축물,2000,공동주택,아파트(96세대),96,0,0,127.6102191,34.9731435
946,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),205동,주건축물,2000,공동주택,아파트(100세대),100,0,0,127.6102191,34.9731435
947,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),203동,주건축물,2000,공동주택,아파트(100세대),100,0,0,127.6102191,34.9731435
948,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),201동,주건축물,2000,공동주택,아파트(96세대),96,0,0,127.6102191,34.9731435
949,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),206동,주건축물,2000,공동주택,아파트(125세대),125,0,0,127.6102191,34.9731435
951,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),202동,주건축물,2000,공동주택,아파트(128세대),128,0,0,127.6102191,34.9731435
952,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),209동,주건축물,2000,공동주택,아파트(189세대),189,0,0,127.6102191,34.9731435
953,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),204동,주건축물,2000,공동주택,아파트(130세대),130,0,0,127.6102191,34.9731435
954,전라남도 광양시 광양읍 용강리 893번지,46230,25030,0,"""0893""","""0000""",창덕에버빌  (2단지),207동,주건축물,2000,공동주택,아파트(70세대),70,0,0,127.6102191,34.9731435
958,전라남도 광양시 광양읍 용강리 907-1번지,46230,25030,0,"""0907""","""0001""",광양 송보파인빌7차,719,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,16,127.612041,34.9699942
959,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,704,주건축물,2000,공동주택,아파트,148,0,0,127.6125244,34.9696532
961,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,709,주건축물,2000,공동주택,아파트,74,0,0,127.6125244,34.9696532
963,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,701,주건축물,2000,공동주택,아파트,72,0,0,127.6125244,34.9696532
967,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,703,주건축물,2000,공동주택,아파트,77,0,0,127.6125244,34.9696532
969,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,705,주건축물,2000,공동주택,아파트,42,0,0,127.6125244,34.9696532
971,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,707,주건축물,2000,공동주택,아파트,34,0,0,127.6125244,34.9696532
974,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,702,주건축물,2000,공동주택,아파트,128,0,0,127.6125244,34.9696532
975,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,708,주건축물,2000,공동주택,아파트,138,0,0,127.6125244,34.9696532
976,전라남도 광양시 광양읍 용강리 907번지,46230,25030,0,"""0907""","""0000""",광양 송보파인빌7차,706,주건축물,2000,공동주택,아파트,154,0,0,127.6125244,34.9696532
977,전라남도 광양시 광양읍 용강리 908-14번지,46230,25030,0,"""0908""","""0014""",,나윤상가,주건축물,3000,제1종근린생활시설,제1종근린생활시설,0,0,4,127.6108957,34.969017
979,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,102동,주건축물,2000,공동주택,공동주택(아파트),168,0,0,127.6104189,34.9679517
980,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,109동,주건축물,2000,공동주택,공동주택(아파트),83,0,0,127.6104189,34.9679517
981,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,103동,주건축물,2000,공동주택,공동주택(아파트),56,0,0,127.6104189,34.9679517
982,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,상가동,주건축물,4000,제2종근린생활시설,"근린생활시설, 노유자시설",0,0,23,127.6104189,34.9679517
983,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,106동,주건축물,2000,공동주택,공동주택(아파트),84,0,0,127.6104189,34.9679517
984,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,104동,주건축물,2000,공동주택,공동주택(아파트),56,0,0,127.6104189,34.9679517
985,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,101동,주건축물,2000,공동주택,공동주택(아파트),39,0,0,127.6104189,34.9679517
986,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,107동,주건축물,2000,공동주택,공동주택(아파트),106,0,0,127.6104189,34.9679517
987,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,105동,주건축물,2000,공동주택,공동주택(아파트),167,0,0,127.6104189,34.9679517
991,전라남도 광양시 광양읍 용강리 919번지,46230,25030,0,"""0919""","""0000""",남해오네뜨,108동,주건축물,2000,공동주택,공동주택(아파트),92,0,0,127.6104189,34.9679517
992,전라남도 광양시 광양읍 인서리 103-1번지,46230,25032,0,"""0103""","""0001""",수정빌라,,주건축물,2000,공동주택,아파트,16,0,0,127.5862832,34.972271
993,전라남도 광양시 광양읍 인서리 130-4번지,46230,25032,0,"""0130""","""0004""",평화연립주택,,주건축물,2000,공동주택,연립주택,15,0,15,127.583795,34.9705407
994,전라남도 광양시 광양읍 인서리 134-1번지,46230,25032,0,"""0134""","""0001""",평화그린빌라,,주건축물,2000,공동주택,아파트,19,0,7,127.5831939,34.9703133
995,전라남도 광양시 광양읍 인서리 136번지,46230,25032,0,"""0136""","""0000""",용천파크빌,용천파크빌,주건축물,2000,공동주택,공동주택및근린생활시설,17,0,4,127.5841254,34.9701903
996,전라남도 광양시 광양읍 인서리 147번지,46230,25032,0,"""0147""","""0000""",동백아파트,A동,주건축물,2000,공동주택,연립주택,21,0,0,127.5860311,34.9701517
997,전라남도 광양시 광양읍 인서리 147번지,46230,25032,0,"""0147""","""0000""",동백아파트,B동,주건축물,2000,공동주택,연립주택,18,0,0,127.5860311,34.9701517
998,전라남도 광양시 광양읍 인서리 454-4번지,46230,25032,0,"""0454""","""0004""",우림목련빌라,,주건축물,2000,공동주택,다세대주택,8,0,0,127.5840087,34.9694327
999,전라남도 광양시 광양읍 인서리 456-1번지,46230,25032,0,"""0456""","""0001""",중앙상설시장,나동,주건축물,3000,제1종근린생활시설,"근린생활시설, 연립주택, 창고시설",5,0,30,127.5847316,34.9694171
1000,전라남도 광양시 광양읍 인서리 456번지,46230,25032,0,"""0456""","""0000""",중앙상설시장,가동,주건축물,3000,제1종근린생활시설,"근린생활시설, 연립주택",9,0,31,127.5847302,34.9696876
1001,전라남도 광양시 광양읍 인서리 462-4번지,46230,25032,0,"""0462""","""0004""",남흥빌라,,주건축물,2000,공동주택,연립주택,16,0,0,127.5868786,34.9692892
1002,전라남도 광양시 광양읍 인서리 476-4번지,46230,25032,0,"""0476""","""0004""",부영아파트,상가동,주건축물,4000,제2종근린생활시설,"근린생활시설, 노인정, 사무실, 유아원, 의원",0,0,19,127.583545,34.9680248
1003,전라남도 광양시 광양읍 인서리 476-5번지,46230,25032,0,"""0476""","""0005""",호남빌라주택,,주건축물,2000,공동주택,다세대주택,8,4,4,127.5832703,34.9682042
1004,전라남도 광양시 광양읍 인서리 477-13번지,46230,25032,0,"""0477""","""0013""",서광2차타운,B동,주건축물,2000,공동주택,다세대주택,6,0,0,127.5829634,34.9682572
1005,전라남도 광양시 광양읍 인서리 477-14번지,46230,25032,0,"""0477""","""0014""",서광2차타운,A동,주건축물,2000,공동주택,다세대주택,3,0,3,127.5830296,34.9681493
1006,전라남도 광양시 광양읍 인서리 477-1번지,46230,25032,0,"""0477""","""0001""",서광2차타운,C동,주건축물,2000,공동주택,다세대주택,3,0,0,127.5828427,34.9683019
1007,전라남도 광양시 광양읍 인서리 478-13번지,46230,25032,0,"""0478""","""0013""",호남맨션,2동,주건축물,2000,공동주택,다세대주택,8,0,0,127.5825155,34.9680393
1008,전라남도 광양시 광양읍 인서리 478-1번지,46230,25032,0,"""0478""","""0001""",호남맨션,1동,주건축물,2000,공동주택,다세대주택,8,0,0,127.5824394,34.9679219
1009,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,106동,주건축물,2000,공동주택,부영아파트,80,0,0,127.5836805,34.967214
1010,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,102동,주건축물,2000,공동주택,아파트,40,0,0,127.5836805,34.967214
1011,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,107동,주건축물,2000,공동주택,부영아파트,80,0,0,127.5836805,34.967214
1012,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,105동,주건축물,2000,공동주택,부영아파트,50,0,0,127.5836805,34.967214
1013,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,노인정및마을회관,주건축물,2000,공동주택,공동주택(복리시설),0,0,0,127.5836805,34.967214
1014,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,103동,주건축물,2000,공동주택,아파트,50,0,0,127.5836805,34.967214
1015,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,101동,주건축물,2000,공동주택,아파트,40,0,0,127.5836805,34.967214
1016,전라남도 광양시 광양읍 인서리 480번지,46230,25032,0,"""0480""","""0000""",부영아파트,104동,주건축물,2000,공동주택,아파트,50,0,0,127.5836805,34.967214
